event_id,sensor_id,time
55000,33592,39.763447
55000,33592,131.44066
55000,33593,8.830622
55000,33593,19.798006
55000,33593,20.475348
55000,33594,28.665321
55000,33595,13.665544
55000,33595,104.07097
55000,33596,38.029037
55000,33597,13.530708
55000,33597,23.180235
55000,33597,23.54427
55000,33597,65.96959
55000,33597,68.205185
55000,33597,72.03481
55000,33598,9.061824
55000,33598,9.528503
55000,33598,9.635176
55000,33598,14.864319
55000,33598,18.187721
55000,33598,31.495935
55000,33598,131.64964
55000,33599,19.28203
55000,33599,31.886587
55000,33599,34.865425
55000,33599,152.15521
55000,33600,3.3225021
55000,33600,5.1373386
55000,33600,12.621508
55000,33600,13.220567
55000,33600,13.983608
55000,33600,35.01273
55000,33600,42.579906
55000,33600,46.73184
55000,33600,50.4319
55000,33601,8.006784
55000,33601,48.34279
55000,33601,48.93471
55000,33601,56.287975
55000,33601,84.89841
55000,33602,12.686888
55000,33602,22.530159
55000,33602,22.732937
55000,33602,35.869186
55000,33602,52.220516
55000,33602,57.286648
55000,33602,69.69574
55000,33603,9.8929405
55000,33603,11.371254
55000,33603,41.803448
55000,33603,47.0475
55000,33603,83.79034
55000,33603,228.38475
55000,33604,15.647204
55000,33604,17.208336
55000,33604,33.592335
55000,33604,47.688553
55000,33605,7.1986337
55000,33605,32.79743
55000,33605,47.779293
55000,33606,3.4339972
55000,33606,32.342976
55000,33607,6.006953
55000,33607,21.88998
55000,33607,25.806854
55000,33607,50.405518
55000,33609,14.980968
55000,33610,3.8645968
55000,33610,48.49637
55000,33610,53.23926
55000,33611,83.04884
55000,33612,3.4427025
55000,33613,81.266785
55000,33616,45.791138
55000,33618,8.107009
55000,33628,123.16965
55000,33705,12.752656
55000,33733,35.016182
55000,33735,8.158603
55000,33735,13.505565
55000,33736,22.96622
55000,33736,25.46188
55000,33736,185.86275
55000,33737,10.478574
55000,33737,24.288788
55000,33737,30.00107
55000,33737,40.01791
55000,33737,41.55718
55000,33738,12.096226
55000,33738,12.751667
55000,33738,13.553925
55000,33738,16.134285
55000,33738,20.430355
55000,33738,57.988224
55000,33738,88.17255
55000,33739,11.621886
55000,33739,28.740936
55000,33739,32.79053
55000,33739,44.18203
55000,33739,66.14389
55000,33739,190.04582
55000,33740,2.6058524
55000,33740,22.085356
55000,33740,92.60647
55000,33740,217.82831
55000,33741,8.383778
55000,33741,10.657235
55000,33741,10.708918
55000,33741,14.249049
55000,33741,14.307607
55000,33741,30.799646
55000,33741,39.417946
55000,33741,73.32599
55000,33741,96.269035
55000,33742,10.883865
55000,33742,16.61245
55000,33742,29.608368
55000,33742,72.813644
55000,33743,21.217554
55000,33743,31.76997
55000,33743,91.965645
55000,33743,101.95648
55000,33743,159.81516
55000,33744,1.9826608
55000,33744,13.323511
55000,33744,20.675646
55000,33744,23.38239
55000,33744,33.477787
55000,33744,61.537094
55000,33744,96.38045
55000,33745,2.4214268
55000,33745,13.841833
55000,33745,19.145449
55000,33745,21.622335
55000,33745,26.692293
55000,33745,44.38428
55000,33745,49.551933
55000,33746,7.2357745
55000,33746,21.140987
55000,33746,27.27966
55000,33746,32.80302
55000,33747,6.676407
55000,33747,19.29123
55000,33747,32.19774
55000,33747,40.89808
55000,33747,41.233105
55000,33747,42.008713
55000,33747,68.73347
55000,33747,87.21895
55000,33747,88.53409
55000,33748,4.7434006
55000,33748,11.946876
55000,33748,26.210758
55000,33748,33.2002
55000,33748,69.46387
55000,33749,16.56852
55000,33749,28.912113
55000,33749,39.969704
55000,33749,84.92194
55000,33749,93.828125
55000,33749,109.43812
55000,33751,8.73039
55000,33751,13.069069
55000,33752,8.546511
55000,33752,33.256138
55000,33752,44.090145
55000,33752,44.19217
55000,33752,51.250233
55000,33756,96.76132
55000,33761,34.51654
55000,33784,119.97404
55000,33858,30.427677
55000,33863,36.530277
55000,33875,41.145847
55000,33876,12.633918
55000,33877,8.835527
55000,33877,38.423435
55000,33877,40.40396
55000,33878,36.246216
55000,33879,8.600787
55000,33879,9.438203
55000,33879,11.1866255
55000,33879,38.517147
55000,33879,88.41035
55000,33880,10.474824
55000,33880,50.11817
55000,33881,42.11697
55000,33881,44.269722
55000,33881,106.37227
55000,33882,3.093598
55000,33882,4.25785
55000,33882,7.640117
55000,33882,14.7939005
55000,33882,20.503244
55000,33882,37.4881
55000,33882,59.69551
55000,33882,77.13868
55000,33882,93.08344
55000,33883,4.425197
55000,33883,16.904467
55000,33883,18.358084
55000,33883,20.975863
55000,33883,54.97986
55000,33883,90.89094
55000,33883,136.03644
55000,33884,2.9885623
55000,33884,3.194745
55000,33884,17.2402
55000,33884,19.961811
55000,33884,27.969742
55000,33884,34.75956
55000,33884,38.65309
55000,33884,56.306767
55000,33884,99.3871
55000,33884,115.80496
55000,33884,118.70177
55000,33885,3.416375
55000,33885,4.8472247
55000,33885,7.038364
55000,33885,7.1769648
55000,33885,10.5640545
55000,33885,11.423122
55000,33885,24.557314
55000,33885,72.69471
55000,33885,83.5396
55000,33885,83.924835
55000,33885,93.41651
55000,33886,10.714046
55000,33886,12.805932
55000,33886,29.507385
55000,33886,31.801779
55000,33886,33.436466
55000,33886,53.14152
55000,33886,61.77749
55000,33886,82.45538
55000,33886,93.827354
55000,33886,95.849594
55000,33886,102.95003
55000,33887,4.011948
55000,33887,9.512528
55000,33887,15.827481
55000,33887,18.96077
55000,33887,19.293867
55000,33887,20.080538
55000,33887,20.99053
55000,33887,42.076645
55000,33887,42.882538
55000,33887,53.508793
55000,33887,54.268307
55000,33887,66.0244
55000,33887,95.659225
55000,33888,21.679531
55000,33888,37.479713
55000,33888,38.24548
55000,33888,60.251595
55000,33888,62.984318
55000,33888,71.577385
55000,33888,138.36221
55000,33888,157.89682
55000,33888,195.59737
55000,33889,12.041836
55000,33889,45.468903
55000,33889,46.41945
55000,33889,85.73436
55000,33889,115.66834
55000,33890,6.6467643
55000,33890,10.160676
55000,33890,11.4244995
55000,33890,34.017914
55000,33890,34.500683
55000,33890,46.993633
55000,33890,48.832058
55000,33890,49.826107
55000,33890,94.84638
55000,33890,130.29779
55000,33891,21.354828
55000,33891,57.356747
55000,33892,3.9979718
55000,33892,27.671984
55000,33892,35.416447
55000,33893,43.726276
55000,33894,26.742258
55000,33894,44.45006
55000,33894,89.26316
55000,33894,91.19852
55000,33913,18.018799
55000,34004,63.78146
55000,34006,70.65217
55000,34015,12.938338
55000,34015,52.08312
55000,34016,26.371172
55000,34017,24.653591
55000,34018,11.77993
55000,34019,8.765666
55000,34019,43.058388
55000,34020,42.101444
55000,34020,62.10158
55000,34021,38.089447
55000,34021,171.88182
55000,34022,5.5584726
55000,34022,7.1088815
55000,34022,9.404138
55000,34022,35.73128
55000,34023,14.777791
55000,34023,17.637308
55000,34023,25.244223
55000,34023,25.485384
55000,34023,26.25392
55000,34023,100.89543
55000,34024,8.799195
55000,34024,13.417083
55000,34024,18.81494
55000,34024,22.726063
55000,34024,116.87375
55000,34025,2.030062
55000,34025,10.082364
55000,34025,16.844118
55000,34025,31.522152
55000,34025,37.487663
55000,34025,39.74716
55000,34025,80.842285
55000,34026,3.0067527
55000,34026,3.634151
55000,34026,5.237606
55000,34026,11.204889
55000,34026,18.973778
55000,34026,28.213072
55000,34026,34.465576
55000,34026,97.27764
55000,34027,3.1477313
55000,34027,9.361628
55000,34027,14.041131
55000,34027,22.291422
55000,34027,26.731281
55000,34027,28.138071
55000,34027,33.93061
55000,34027,47.535923
55000,34027,49.854492
55000,34027,50.28652
55000,34027,95.474915
55000,34027,99.95823
55000,34027,119.52508
55000,34028,10.665935
55000,34028,22.703527
55000,34028,33.577057
55000,34028,43.43261
55000,34028,66.85434
55000,34028,83.59653
55000,34028,127.740906
55000,34028,181.46669
55000,34029,2.3444066
55000,34029,2.5613244
55000,34029,2.982405
55000,34029,5.3812594
55000,34029,20.257042
55000,34029,33.07776
55000,34030,1.9408685
55000,34030,2.4401045
55000,34030,6.8677435
55000,34030,20.061823
55000,34030,27.645512
55000,34030,37.0092
55000,34030,61.470043
55000,34030,71.6356
55000,34030,100.332664
55000,34030,114.495476
55000,34030,121.56133
55000,34030,231.30278
55000,34031,2.24232
55000,34031,3.1028564
55000,34031,10.991154
55000,34031,12.693899
55000,34031,23.747396
55000,34031,33.618317
55000,34031,74.168945
55000,34032,5.2649546
55000,34032,25.181343
55000,34033,6.0648437
55000,34033,42.593956
55000,34033,56.355553
55000,34033,60.788795
55000,34033,61.80016
55000,34034,19.581232
55000,34034,24.141289
55000,34034,34.674374
55000,34034,44.85341
55000,34034,55.456745
55000,34034,62.32288
55000,34034,197.77711
55000,34036,5.745396
55000,34037,14.098914
55000,34037,18.200745
55000,34037,35.60131
55000,34037,92.03591
55000,34039,10.26897
55000,34147,30.880777
55000,34158,49.65109
55000,34159,6.8284254
55000,34159,24.037598
55000,34159,37.290993
55000,34161,28.28459
55000,34161,42.39096
55000,34163,2.315072
55000,34164,16.859716
55000,34164,30.110441
55000,34164,134.35715
55000,34165,2.8125172
55000,34165,4.0095296
55000,34165,5.8818545
55000,34165,6.2532754
55000,34165,10.80016
55000,34165,10.988212
55000,34165,15.73005
55000,34165,18.72129
55000,34165,26.877634
55000,34166,2.2062738
55000,34166,3.2534244
55000,34166,8.378738
55000,34166,8.487443
55000,34166,9.03289
55000,34166,9.142516
55000,34166,21.74797
55000,34166,21.767155
55000,34166,22.49627
55000,34166,24.663534
55000,34166,25.284332
55000,34166,28.858868
55000,34166,30.760347
55000,34166,57.790825
55000,34166,65.89778
55000,34166,68.35694
55000,34166,88.79751
55000,34166,113.83324
55000,34167,2.923751
55000,34167,5.4259324
55000,34167,6.043168
55000,34167,7.0002737
55000,34167,8.659069
55000,34167,9.577183
55000,34167,9.855087
55000,34167,14.947322
55000,34167,18.578829
55000,34167,31.757784
55000,34167,32.556675
55000,34167,39.316025
55000,34167,40.378838
55000,34167,42.836216
55000,34167,43.850574
55000,34167,46.69244
55000,34167,53.035038
55000,34167,54.514515
55000,34167,69.95346
55000,34167,79.96673
55000,34167,85.06198
55000,34168,2.2401571
55000,34168,3.18087
55000,34168,6.2918406
55000,34168,10.690744
55000,34168,16.827026
55000,34168,20.691723
55000,34168,20.94381
55000,34168,24.910435
55000,34168,25.79783
55000,34168,28.677801
55000,34168,31.518951
55000,34168,36.564285
55000,34168,44.245552
55000,34168,46.378513
55000,34168,57.28155
55000,34168,59.911514
55000,34168,71.313705
55000,34168,75.16875
55000,34168,85.41034
55000,34168,85.661674
55000,34168,95.13523
55000,34168,109.786476
55000,34168,112.41417
55000,34168,140.83586
55000,34169,2.8067355
55000,34169,6.492856
55000,34169,8.132937
55000,34169,12.380527
55000,34169,16.817617
55000,34169,20.714329
55000,34169,29.626348
55000,34169,31.872301
55000,34169,40.395294
55000,34169,49.40394
55000,34169,51.8409
55000,34169,52.094036
55000,34169,55.21549
55000,34169,55.39165
55000,34169,58.41019
55000,34169,58.73772
55000,34169,82.8474
55000,34169,107.15238
55000,34169,107.38811
55000,34170,2.2068057
55000,34170,2.4441595
55000,34170,5.294169
55000,34170,7.1097517
55000,34170,7.855027
55000,34170,17.75339
55000,34170,17.879116
55000,34170,19.01201
55000,34170,37.307
55000,34170,42.2022
55000,34170,57.28137
55000,34170,58.73356
55000,34170,84.26246
55000,34170,94.204285
55000,34170,160.42998
55000,34170,175.30394
55000,34170,216.45462
55000,34170,239.22566
55000,34171,5.012173
55000,34171,27.307966
55000,34171,31.046698
55000,34171,36.88561
55000,34171,36.945766
55000,34171,44.192997
55000,34171,46.90868
55000,34171,61.436504
55000,34171,63.17854
55000,34171,69.50688
55000,34171,69.64434
55000,34171,88.00834
55000,34171,93.07404
55000,34171,113.35853
55000,34171,147.2065
55000,34171,160.59343
55000,34171,255.93861
55000,34172,5.869157
55000,34172,6.172517
55000,34172,12.65927
55000,34172,21.652475
55000,34172,28.432655
55000,34172,31.379915
55000,34172,34.339054
55000,34172,34.542778
55000,34172,39.43331
55000,34172,51.545033
55000,34172,52.51936
55000,34172,56.576
55000,34172,90.12089
55000,34173,5.9641776
55000,34173,7.7284946
55000,34173,15.989122
55000,34173,38.346672
55000,34173,99.84533
55000,34174,2.6320124
55000,34174,4.294244
55000,34174,7.115176
55000,34174,33.823826
55000,34174,37.009357
55000,34174,41.79622
55000,34174,58.180233
55000,34174,128.73283
