sensor_id,x,y,z
13152,-391.4002,-27.993496,122.5
13153,-391.4002,-27.993496,129.5
13154,-391.4002,-27.993496,136.5
13155,-391.4002,-27.993496,143.5
13156,-391.4002,-27.993496,150.5
13157,-391.4002,-27.993496,157.5
13158,-391.4002,-27.993496,164.5
13159,-391.4002,-27.993496,171.5
13160,-391.4002,-27.993496,178.5
13161,-391.4002,-27.993496,185.5
13162,-391.4002,-27.993496,192.5
13163,-391.4002,-27.993496,199.5
13164,-391.4002,-27.993496,206.5
13165,-391.4002,-27.993496,213.5
13166,-391.4002,-27.993496,220.5
13167,-391.4002,-27.993496,227.5
13168,-391.4002,-27.993496,234.5
13169,-391.4002,-27.993496,241.5
13170,-391.4002,-27.993496,248.5
13171,-391.4002,-27.993496,255.5
13172,-391.4002,-27.993496,262.5
13173,-391.4002,-27.993496,269.5
13174,-391.4002,-27.993496,276.5
13175,-391.4002,-27.993496,283.5
13176,-391.4002,-27.993496,290.5
13177,-391.4002,-27.993496,297.5
13178,-391.4002,-27.993496,304.5
13179,-391.4002,-27.993496,311.5
13180,-391.4002,-27.993496,318.5
13181,-391.4002,-27.993496,325.5
13182,-391.4002,-27.993496,332.5
13183,-391.4002,-27.993496,339.5
13184,-391.4002,-27.993496,346.5
13185,-391.4002,-27.993496,353.5
13186,-391.4002,-27.993496,360.5
13187,-391.4002,-27.993496,367.5
13188,-391.4002,-27.993496,374.5
13189,-391.4002,-27.993496,381.5
13190,-391.4002,-27.993496,388.5
13191,-391.4002,-27.993496,395.5
13192,-391.4002,-27.993496,402.5
13193,-391.4002,-27.993496,409.5
13194,-391.4002,-27.993496,416.5
13195,-391.4002,-27.993496,423.5
13196,-391.4002,-27.993496,430.5
13197,-391.4002,-27.993496,437.5
13198,-391.4002,-27.993496,444.5
13199,-391.4002,-27.993496,451.5
13200,-391.4002,-27.993496,458.5
13201,-391.4002,-27.993496,465.5
13202,-391.4002,-27.993496,472.5
13203,-391.4002,-27.993496,479.5
13204,-391.4002,-27.993496,486.5
13205,-391.4002,-27.993496,493.5
13206,-390.8382,-34.975143,-493.5
13207,-390.8382,-34.975143,-486.5
13208,-390.8382,-34.975143,-479.5
13209,-390.8382,-34.975143,-472.5
13210,-390.8382,-34.975143,-465.5
13211,-390.8382,-34.975143,-458.5
13212,-390.8382,-34.975143,-451.5
13213,-390.8382,-34.975143,-444.5
13214,-390.8382,-34.975143,-437.5
13215,-390.8382,-34.975143,-430.5
13216,-390.8382,-34.975143,-423.5
13217,-390.8382,-34.975143,-416.5
13218,-390.8382,-34.975143,-409.5
13219,-390.8382,-34.975143,-402.5
13220,-390.8382,-34.975143,-395.5
13221,-390.8382,-34.975143,-388.5
13222,-390.8382,-34.975143,-381.5
13223,-390.8382,-34.975143,-374.5
13224,-390.8382,-34.975143,-367.5
13225,-390.8382,-34.975143,-360.5
13226,-390.8382,-34.975143,-353.5
13227,-390.8382,-34.975143,-346.5
13228,-390.8382,-34.975143,-339.5
13229,-390.8382,-34.975143,-332.5
13230,-390.8382,-34.975143,-325.5
13231,-390.8382,-34.975143,-318.5
13232,-390.8382,-34.975143,-311.5
13233,-390.8382,-34.975143,-304.5
13234,-390.8382,-34.975143,-297.5
13235,-390.8382,-34.975143,-290.5
13236,-390.8382,-34.975143,-283.5
13237,-390.8382,-34.975143,-276.5
13238,-390.8382,-34.975143,-269.5
13239,-390.8382,-34.975143,-262.5
13240,-390.8382,-34.975143,-255.5
13241,-390.8382,-34.975143,-248.5
13242,-390.8382,-34.975143,-241.5
13243,-390.8382,-34.975143,-234.5
13244,-390.8382,-34.975143,-227.5
13245,-390.8382,-34.975143,-220.5
13246,-390.8382,-34.975143,-213.5
13247,-390.8382,-34.975143,-206.5
13248,-390.8382,-34.975143,-199.5
13249,-390.8382,-34.975143,-192.5
13250,-390.8382,-34.975143,-185.5
13251,-390.8382,-34.975143,-178.5
13252,-390.8382,-34.975143,-171.5
13253,-390.8382,-34.975143,-164.5
13254,-390.8382,-34.975143,-157.5
13255,-390.8382,-34.975143,-150.5
13256,-390.8382,-34.975143,-143.5
13257,-390.8382,-34.975143,-136.5
13258,-390.8382,-34.975143,-129.5
13259,-390.8382,-34.975143,-122.5
13260,-390.8382,-34.975143,-115.5
13261,-390.8382,-34.975143,-108.5
13262,-390.8382,-34.975143,-101.5
13263,-390.8382,-34.975143,-94.5
13264,-390.8382,-34.975143,-87.5
13265,-390.8382,-34.975143,-80.5
13266,-390.8382,-34.975143,-73.5
13267,-390.8382,-34.975143,-66.5
13268,-390.8382,-34.975143,-59.5
13269,-390.8382,-34.975143,-52.5
13270,-390.8382,-34.975143,-45.5
13271,-390.8382,-34.975143,-38.5
13272,-390.8382,-34.975143,-31.5
13273,-390.8382,-34.975143,-24.5
13274,-390.8382,-34.975143,-17.5
13275,-390.8382,-34.975143,-10.5
13276,-390.8382,-34.975143,-3.5
13277,-390.8382,-34.975143,3.5
13278,-390.8382,-34.975143,10.5
13279,-390.8382,-34.975143,17.5
13280,-390.8382,-34.975143,24.5
13281,-390.8382,-34.975143,31.5
13282,-390.8382,-34.975143,38.5
13283,-390.8382,-34.975143,45.5
13284,-390.8382,-34.975143,52.5
13285,-390.8382,-34.975143,59.5
13286,-390.8382,-34.975143,66.5
13287,-390.8382,-34.975143,73.5
13288,-390.8382,-34.975143,80.5
13289,-390.8382,-34.975143,87.5
13290,-390.8382,-34.975143,94.5
13291,-390.8382,-34.975143,101.5
13292,-390.8382,-34.975143,108.5
13293,-390.8382,-34.975143,115.5
13294,-390.8382,-34.975143,122.5
13295,-390.8382,-34.975143,129.5
13296,-390.8382,-34.975143,136.5
13297,-390.8382,-34.975143,143.5
13298,-390.8382,-34.975143,150.5
13299,-390.8382,-34.975143,157.5
13300,-390.8382,-34.975143,164.5
13301,-390.8382,-34.975143,171.5
13302,-390.8382,-34.975143,178.5
13303,-390.8382,-34.975143,185.5
13304,-390.8382,-34.975143,192.5
13305,-390.8382,-34.975143,199.5
13306,-390.8382,-34.975143,206.5
13307,-390.8382,-34.975143,213.5
13308,-390.8382,-34.975143,220.5
13309,-390.8382,-34.975143,227.5
13310,-390.8382,-34.975143,234.5
13311,-390.8382,-34.975143,241.5
13312,-390.8382,-34.975143,248.5
13313,-390.8382,-34.975143,255.5
13314,-390.8382,-34.975143,262.5
13315,-390.8382,-34.975143,269.5
13316,-390.8382,-34.975143,276.5
13317,-390.8382,-34.975143,283.5
13318,-390.8382,-34.975143,290.5
13319,-390.8382,-34.975143,297.5
13320,-390.8382,-34.975143,304.5
13321,-390.8382,-34.975143,311.5
13322,-390.8382,-34.975143,318.5
13323,-390.8382,-34.975143,325.5
13324,-390.8382,-34.975143,332.5
13325,-390.8382,-34.975143,339.5
13326,-390.8382,-34.975143,346.5
13327,-390.8382,-34.975143,353.5
13328,-390.8382,-34.975143,360.5
13329,-390.8382,-34.975143,367.5
13330,-390.8382,-34.975143,374.5
13331,-390.8382,-34.975143,381.5
13332,-390.8382,-34.975143,388.5
13333,-390.8382,-34.975143,395.5
13334,-390.8382,-34.975143,402.5
13335,-390.8382,-34.975143,409.5
13336,-390.8382,-34.975143,416.5
13337,-390.8382,-34.975143,423.5
13338,-390.8382,-34.975143,430.5
13339,-390.8382,-34.975143,437.5
13340,-390.8382,-34.975143,444.5
13341,-390.8382,-34.975143,451.5
13342,-390.8382,-34.975143,458.5
13343,-390.8382,-34.975143,465.5
13344,-390.8382,-34.975143,472.5
13345,-390.8382,-34.975143,479.5
13346,-390.8382,-34.975143,486.5
13347,-390.8382,-34.975143,493.5
13348,-390.15167,-41.945644,-493.5
13349,-390.15167,-41.945644,-486.5
13350,-390.15167,-41.945644,-479.5
13351,-390.15167,-41.945644,-472.5
13352,-390.15167,-41.945644,-465.5
13353,-390.15167,-41.945644,-458.5
13354,-390.15167,-41.945644,-451.5
13355,-390.15167,-41.945644,-444.5
13356,-390.15167,-41.945644,-437.5
13357,-390.15167,-41.945644,-430.5
13358,-390.15167,-41.945644,-423.5
13359,-390.15167,-41.945644,-416.5
13360,-390.15167,-41.945644,-409.5
13361,-390.15167,-41.945644,-402.5
13362,-390.15167,-41.945644,-395.5
13363,-390.15167,-41.945644,-388.5
13364,-390.15167,-41.945644,-381.5
13365,-390.15167,-41.945644,-374.5
13366,-390.15167,-41.945644,-367.5
13367,-390.15167,-41.945644,-360.5
13368,-390.15167,-41.945644,-353.5
13369,-390.15167,-41.945644,-346.5
13370,-390.15167,-41.945644,-339.5
13371,-390.15167,-41.945644,-332.5
13372,-390.15167,-41.945644,-325.5
13373,-390.15167,-41.945644,-318.5
13374,-390.15167,-41.945644,-311.5
13375,-390.15167,-41.945644,-304.5
13376,-390.15167,-41.945644,-297.5
13377,-390.15167,-41.945644,-290.5
13378,-390.15167,-41.945644,-283.5
13379,-390.15167,-41.945644,-276.5
13380,-390.15167,-41.945644,-269.5
13381,-390.15167,-41.945644,-262.5
13382,-390.15167,-41.945644,-255.5
13383,-390.15167,-41.945644,-248.5
13384,-390.15167,-41.945644,-241.5
13385,-390.15167,-41.945644,-234.5
13386,-390.15167,-41.945644,-227.5
13387,-390.15167,-41.945644,-220.5
13388,-390.15167,-41.945644,-213.5
13389,-390.15167,-41.945644,-206.5
13390,-390.15167,-41.945644,-199.5
13391,-390.15167,-41.945644,-192.5
13392,-390.15167,-41.945644,-185.5
13393,-390.15167,-41.945644,-178.5
13394,-390.15167,-41.945644,-171.5
13395,-390.15167,-41.945644,-164.5
13396,-390.15167,-41.945644,-157.5
13397,-390.15167,-41.945644,-150.5
13398,-390.15167,-41.945644,-143.5
13399,-390.15167,-41.945644,-136.5
13400,-390.15167,-41.945644,-129.5
13401,-390.15167,-41.945644,-122.5
13402,-390.15167,-41.945644,-115.5
13403,-390.15167,-41.945644,-108.5
13404,-390.15167,-41.945644,-101.5
13405,-390.15167,-41.945644,-94.5
13406,-390.15167,-41.945644,-87.5
13407,-390.15167,-41.945644,-80.5
13408,-390.15167,-41.945644,-73.5
13409,-390.15167,-41.945644,-66.5
13410,-390.15167,-41.945644,-59.5
13411,-390.15167,-41.945644,-52.5
13412,-390.15167,-41.945644,-45.5
13413,-390.15167,-41.945644,-38.5
13414,-390.15167,-41.945644,-31.5
13415,-390.15167,-41.945644,-24.5
13416,-390.15167,-41.945644,-17.5
13417,-390.15167,-41.945644,-10.5
13418,-390.15167,-41.945644,-3.5
13419,-390.15167,-41.945644,3.5
13420,-390.15167,-41.945644,10.5
13421,-390.15167,-41.945644,17.5
13422,-390.15167,-41.945644,24.5
13423,-390.15167,-41.945644,31.5
13424,-390.15167,-41.945644,38.5
13425,-390.15167,-41.945644,45.5
13426,-390.15167,-41.945644,52.5
13427,-390.15167,-41.945644,59.5
13428,-390.15167,-41.945644,66.5
13429,-390.15167,-41.945644,73.5
13430,-390.15167,-41.945644,80.5
13431,-390.15167,-41.945644,87.5
13432,-390.15167,-41.945644,94.5
13433,-390.15167,-41.945644,101.5
13434,-390.15167,-41.945644,108.5
13435,-390.15167,-41.945644,115.5
13436,-390.15167,-41.945644,122.5
13437,-390.15167,-41.945644,129.5
13438,-390.15167,-41.945644,136.5
13439,-390.15167,-41.945644,143.5
13440,-390.15167,-41.945644,150.5
13441,-390.15167,-41.945644,157.5
13442,-390.15167,-41.945644,164.5
13443,-390.15167,-41.945644,171.5
13444,-390.15167,-41.945644,178.5
13445,-390.15167,-41.945644,185.5
13446,-390.15167,-41.945644,192.5
13447,-390.15167,-41.945644,199.5
13448,-390.15167,-41.945644,206.5
13449,-390.15167,-41.945644,213.5
13450,-390.15167,-41.945644,220.5
13451,-390.15167,-41.945644,227.5
13452,-390.15167,-41.945644,234.5
13453,-390.15167,-41.945644,241.5
13454,-390.15167,-41.945644,248.5
13455,-390.15167,-41.945644,255.5
13456,-390.15167,-41.945644,262.5
13457,-390.15167,-41.945644,269.5
13458,-390.15167,-41.945644,276.5
13459,-390.15167,-41.945644,283.5
13460,-390.15167,-41.945644,290.5
13461,-390.15167,-41.945644,297.5
13462,-390.15167,-41.945644,304.5
13463,-390.15167,-41.945644,311.5
13464,-390.15167,-41.945644,318.5
13465,-390.15167,-41.945644,325.5
13466,-390.15167,-41.945644,332.5
13467,-390.15167,-41.945644,339.5
13468,-390.15167,-41.945644,346.5
13469,-390.15167,-41.945644,353.5
13470,-390.15167,-41.945644,360.5
13471,-390.15167,-41.945644,367.5
13472,-390.15167,-41.945644,374.5
13473,-390.15167,-41.945644,381.5
13474,-390.15167,-41.945644,388.5
13475,-390.15167,-41.945644,395.5
13476,-390.15167,-41.945644,402.5
13477,-390.15167,-41.945644,409.5
13478,-390.15167,-41.945644,416.5
13479,-390.15167,-41.945644,423.5
13480,-390.15167,-41.945644,430.5
13481,-390.15167,-41.945644,437.5
13482,-390.15167,-41.945644,444.5
13483,-390.15167,-41.945644,451.5
13484,-390.15167,-41.945644,458.5
13485,-390.15167,-41.945644,465.5
13486,-390.15167,-41.945644,472.5
13487,-390.15167,-41.945644,479.5
13488,-390.15167,-41.945644,486.5
13489,-390.15167,-41.945644,493.5
13490,-389.34082,-48.902786,-493.5
13491,-389.34082,-48.902786,-486.5
13492,-389.34082,-48.902786,-479.5
13493,-389.34082,-48.902786,-472.5
13494,-389.34082,-48.902786,-465.5
13495,-389.34082,-48.902786,-458.5
13496,-389.34082,-48.902786,-451.5
13497,-389.34082,-48.902786,-444.5
13498,-389.34082,-48.902786,-437.5
13499,-389.34082,-48.902786,-430.5
13500,-389.34082,-48.902786,-423.5
13501,-389.34082,-48.902786,-416.5
13502,-389.34082,-48.902786,-409.5
13503,-389.34082,-48.902786,-402.5
13504,-389.34082,-48.902786,-395.5
13505,-389.34082,-48.902786,-388.5
13506,-389.34082,-48.902786,-381.5
13507,-389.34082,-48.902786,-374.5
13508,-389.34082,-48.902786,-367.5
13509,-389.34082,-48.902786,-360.5
13510,-389.34082,-48.902786,-353.5
13511,-389.34082,-48.902786,-346.5
13512,-389.34082,-48.902786,-339.5
13513,-389.34082,-48.902786,-332.5
13514,-389.34082,-48.902786,-325.5
13515,-389.34082,-48.902786,-318.5
13516,-389.34082,-48.902786,-311.5
13517,-389.34082,-48.902786,-304.5
13518,-389.34082,-48.902786,-297.5
13519,-389.34082,-48.902786,-290.5
13520,-389.34082,-48.902786,-283.5
13521,-389.34082,-48.902786,-276.5
13522,-389.34082,-48.902786,-269.5
13523,-389.34082,-48.902786,-262.5
13524,-389.34082,-48.902786,-255.5
13525,-389.34082,-48.902786,-248.5
13526,-389.34082,-48.902786,-241.5
13527,-389.34082,-48.902786,-234.5
13528,-389.34082,-48.902786,-227.5
13529,-389.34082,-48.902786,-220.5
13530,-389.34082,-48.902786,-213.5
13531,-389.34082,-48.902786,-206.5
13532,-389.34082,-48.902786,-199.5
13533,-389.34082,-48.902786,-192.5
13534,-389.34082,-48.902786,-185.5
13535,-389.34082,-48.902786,-178.5
13536,-389.34082,-48.902786,-171.5
13537,-389.34082,-48.902786,-164.5
13538,-389.34082,-48.902786,-157.5
13539,-389.34082,-48.902786,-150.5
13540,-389.34082,-48.902786,-143.5
13541,-389.34082,-48.902786,-136.5
13542,-389.34082,-48.902786,-129.5
13543,-389.34082,-48.902786,-122.5
13544,-389.34082,-48.902786,-115.5
13545,-389.34082,-48.902786,-108.5
13546,-389.34082,-48.902786,-101.5
13547,-389.34082,-48.902786,-94.5
13548,-389.34082,-48.902786,-87.5
13549,-389.34082,-48.902786,-80.5
13550,-389.34082,-48.902786,-73.5
13551,-389.34082,-48.902786,-66.5
13552,-389.34082,-48.902786,-59.5
13553,-389.34082,-48.902786,-52.5
13554,-389.34082,-48.902786,-45.5
13555,-389.34082,-48.902786,-38.5
13556,-389.34082,-48.902786,-31.5
13557,-389.34082,-48.902786,-24.5
13558,-389.34082,-48.902786,-17.5
13559,-389.34082,-48.902786,-10.5
13560,-389.34082,-48.902786,-3.5
13561,-389.34082,-48.902786,3.5
13562,-389.34082,-48.902786,10.5
13563,-389.34082,-48.902786,17.5
13564,-389.34082,-48.902786,24.5
13565,-389.34082,-48.902786,31.5
13566,-389.34082,-48.902786,38.5
13567,-389.34082,-48.902786,45.5
13568,-389.34082,-48.902786,52.5
13569,-389.34082,-48.902786,59.5
13570,-389.34082,-48.902786,66.5
13571,-389.34082,-48.902786,73.5
13572,-389.34082,-48.902786,80.5
13573,-389.34082,-48.902786,87.5
13574,-389.34082,-48.902786,94.5
13575,-389.34082,-48.902786,101.5
13576,-389.34082,-48.902786,108.5
13577,-389.34082,-48.902786,115.5
13578,-389.34082,-48.902786,122.5
13579,-389.34082,-48.902786,129.5
13580,-389.34082,-48.902786,136.5
13581,-389.34082,-48.902786,143.5
13582,-389.34082,-48.902786,150.5
13583,-389.34082,-48.902786,157.5
13584,-389.34082,-48.902786,164.5
13585,-389.34082,-48.902786,171.5
13586,-389.34082,-48.902786,178.5
13587,-389.34082,-48.902786,185.5
13588,-389.34082,-48.902786,192.5
13589,-389.34082,-48.902786,199.5
13590,-389.34082,-48.902786,206.5
13591,-389.34082,-48.902786,213.5
13592,-389.34082,-48.902786,220.5
13593,-389.34082,-48.902786,227.5
13594,-389.34082,-48.902786,234.5
13595,-389.34082,-48.902786,241.5
13596,-389.34082,-48.902786,248.5
13597,-389.34082,-48.902786,255.5
13598,-389.34082,-48.902786,262.5
13599,-389.34082,-48.902786,269.5
13600,-389.34082,-48.902786,276.5
13601,-389.34082,-48.902786,283.5
13602,-389.34082,-48.902786,290.5
13603,-389.34082,-48.902786,297.5
13604,-389.34082,-48.902786,304.5
13605,-389.34082,-48.902786,311.5
13606,-389.34082,-48.902786,318.5
13607,-389.34082,-48.902786,325.5
13608,-389.34082,-48.902786,332.5
13609,-389.34082,-48.902786,339.5
13610,-389.34082,-48.902786,346.5
13611,-389.34082,-48.902786,353.5
13612,-389.34082,-48.902786,360.5
13613,-389.34082,-48.902786,367.5
13614,-389.34082,-48.902786,374.5
13615,-389.34082,-48.902786,381.5
13616,-389.34082,-48.902786,388.5
13617,-389.34082,-48.902786,395.5
13618,-389.34082,-48.902786,402.5
13619,-389.34082,-48.902786,409.5
13620,-389.34082,-48.902786,416.5
13621,-389.34082,-48.902786,423.5
13622,-389.34082,-48.902786,430.5
13623,-389.34082,-48.902786,437.5
13624,-389.34082,-48.902786,444.5
13625,-389.34082,-48.902786,451.5
13626,-389.34082,-48.902786,458.5
13627,-389.34082,-48.902786,465.5
13628,-389.34082,-48.902786,472.5
13629,-389.34082,-48.902786,479.5
13630,-389.34082,-48.902786,486.5
13631,-389.34082,-48.902786,493.5
13632,-388.40594,-55.84434,-493.5
13633,-388.40594,-55.84434,-486.5
13634,-388.40594,-55.84434,-479.5
13635,-388.40594,-55.84434,-472.5
13636,-388.40594,-55.84434,-465.5
13637,-388.40594,-55.84434,-458.5
13638,-388.40594,-55.84434,-451.5
13639,-388.40594,-55.84434,-444.5
13640,-388.40594,-55.84434,-437.5
13641,-388.40594,-55.84434,-430.5
13642,-388.40594,-55.84434,-423.5
13643,-388.40594,-55.84434,-416.5
13644,-388.40594,-55.84434,-409.5
13645,-388.40594,-55.84434,-402.5
13646,-388.40594,-55.84434,-395.5
13647,-388.40594,-55.84434,-388.5
13648,-388.40594,-55.84434,-381.5
13649,-388.40594,-55.84434,-374.5
13650,-388.40594,-55.84434,-367.5
13651,-388.40594,-55.84434,-360.5
13652,-388.40594,-55.84434,-353.5
13653,-388.40594,-55.84434,-346.5
13654,-388.40594,-55.84434,-339.5
13655,-388.40594,-55.84434,-332.5
13656,-388.40594,-55.84434,-325.5
13657,-388.40594,-55.84434,-318.5
13658,-388.40594,-55.84434,-311.5
13659,-388.40594,-55.84434,-304.5
13660,-388.40594,-55.84434,-297.5
13661,-388.40594,-55.84434,-290.5
13662,-388.40594,-55.84434,-283.5
13663,-388.40594,-55.84434,-276.5
13664,-388.40594,-55.84434,-269.5
13665,-388.40594,-55.84434,-262.5
13666,-388.40594,-55.84434,-255.5
13667,-388.40594,-55.84434,-248.5
13668,-388.40594,-55.84434,-241.5
13669,-388.40594,-55.84434,-234.5
13670,-388.40594,-55.84434,-227.5
13671,-388.40594,-55.84434,-220.5
13672,-388.40594,-55.84434,-213.5
13673,-388.40594,-55.84434,-206.5
13674,-388.40594,-55.84434,-199.5
13675,-388.40594,-55.84434,-192.5
13676,-388.40594,-55.84434,-185.5
13677,-388.40594,-55.84434,-178.5
13678,-388.40594,-55.84434,-171.5
13679,-388.40594,-55.84434,-164.5
13680,-388.40594,-55.84434,-157.5
13681,-388.40594,-55.84434,-150.5
13682,-388.40594,-55.84434,-143.5
13683,-388.40594,-55.84434,-136.5
13684,-388.40594,-55.84434,-129.5
13685,-388.40594,-55.84434,-122.5
13686,-388.40594,-55.84434,-115.5
13687,-388.40594,-55.84434,-108.5
13688,-388.40594,-55.84434,-101.5
13689,-388.40594,-55.84434,-94.5
13690,-388.40594,-55.84434,-87.5
13691,-388.40594,-55.84434,-80.5
13692,-388.40594,-55.84434,-73.5
13693,-388.40594,-55.84434,-66.5
13694,-388.40594,-55.84434,-59.5
13695,-388.40594,-55.84434,-52.5
13696,-388.40594,-55.84434,-45.5
13697,-388.40594,-55.84434,-38.5
13698,-388.40594,-55.84434,-31.5
13699,-388.40594,-55.84434,-24.5
13700,-388.40594,-55.84434,-17.5
13701,-388.40594,-55.84434,-10.5
13702,-388.40594,-55.84434,-3.5
13703,-388.40594,-55.84434,3.5
13704,-388.40594,-55.84434,10.5
13705,-388.40594,-55.84434,17.5
13706,-388.40594,-55.84434,24.5
13707,-388.40594,-55.84434,31.5
13708,-388.40594,-55.84434,38.5
13709,-388.40594,-55.84434,45.5
13710,-388.40594,-55.84434,52.5
13711,-388.40594,-55.84434,59.5
13712,-388.40594,-55.84434,66.5
13713,-388.40594,-55.84434,73.5
13714,-388.40594,-55.84434,80.5
13715,-388.40594,-55.84434,87.5
13716,-388.40594,-55.84434,94.5
13717,-388.40594,-55.84434,101.5
13718,-388.40594,-55.84434,108.5
13719,-388.40594,-55.84434,115.5
13720,-388.40594,-55.84434,122.5
13721,-388.40594,-55.84434,129.5
13722,-388.40594,-55.84434,136.5
13723,-388.40594,-55.84434,143.5
13724,-388.40594,-55.84434,150.5
13725,-388.40594,-55.84434,157.5
13726,-388.40594,-55.84434,164.5
13727,-388.40594,-55.84434,171.5
13728,-388.40594,-55.84434,178.5
13729,-388.40594,-55.84434,185.5
13730,-388.40594,-55.84434,192.5
13731,-388.40594,-55.84434,199.5
13732,-388.40594,-55.84434,206.5
13733,-388.40594,-55.84434,213.5
13734,-388.40594,-55.84434,220.5
13735,-388.40594,-55.84434,227.5
13736,-388.40594,-55.84434,234.5
13737,-388.40594,-55.84434,241.5
13738,-388.40594,-55.84434,248.5
13739,-388.40594,-55.84434,255.5
13740,-388.40594,-55.84434,262.5
13741,-388.40594,-55.84434,269.5
13742,-388.40594,-55.84434,276.5
13743,-388.40594,-55.84434,283.5
13744,-388.40594,-55.84434,290.5
13745,-388.40594,-55.84434,297.5
13746,-388.40594,-55.84434,304.5
13747,-388.40594,-55.84434,311.5
13748,-388.40594,-55.84434,318.5
13749,-388.40594,-55.84434,325.5
13750,-388.40594,-55.84434,332.5
13751,-388.40594,-55.84434,339.5
13752,-388.40594,-55.84434,346.5
13753,-388.40594,-55.84434,353.5
13754,-388.40594,-55.84434,360.5
13755,-388.40594,-55.84434,367.5
13756,-388.40594,-55.84434,374.5
13757,-388.40594,-55.84434,381.5
13758,-388.40594,-55.84434,388.5
13759,-388.40594,-55.84434,395.5
13760,-388.40594,-55.84434,402.5
13761,-388.40594,-55.84434,409.5
13762,-388.40594,-55.84434,416.5
13763,-388.40594,-55.84434,423.5
13764,-388.40594,-55.84434,430.5
13765,-388.40594,-55.84434,437.5
13766,-388.40594,-55.84434,444.5
13767,-388.40594,-55.84434,451.5
13768,-388.40594,-55.84434,458.5
13769,-388.40594,-55.84434,465.5
13770,-388.40594,-55.84434,472.5
13771,-388.40594,-55.84434,479.5
13772,-388.40594,-55.84434,486.5
13773,-388.40594,-55.84434,493.5
13774,-387.3473,-62.76811,-493.5
13775,-387.3473,-62.76811,-486.5
13776,-387.3473,-62.76811,-479.5
13777,-387.3473,-62.76811,-472.5
13778,-387.3473,-62.76811,-465.5
13779,-387.3473,-62.76811,-458.5
13780,-387.3473,-62.76811,-451.5
13781,-387.3473,-62.76811,-444.5
13782,-387.3473,-62.76811,-437.5
13783,-387.3473,-62.76811,-430.5
13784,-387.3473,-62.76811,-423.5
13785,-387.3473,-62.76811,-416.5
13786,-387.3473,-62.76811,-409.5
13787,-387.3473,-62.76811,-402.5
13788,-387.3473,-62.76811,-395.5
13789,-387.3473,-62.76811,-388.5
13790,-387.3473,-62.76811,-381.5
13791,-387.3473,-62.76811,-374.5
13792,-387.3473,-62.76811,-367.5
13793,-387.3473,-62.76811,-360.5
13794,-387.3473,-62.76811,-353.5
13795,-387.3473,-62.76811,-346.5
13796,-387.3473,-62.76811,-339.5
13797,-387.3473,-62.76811,-332.5
13798,-387.3473,-62.76811,-325.5
13799,-387.3473,-62.76811,-318.5
13800,-387.3473,-62.76811,-311.5
13801,-387.3473,-62.76811,-304.5
13802,-387.3473,-62.76811,-297.5
13803,-387.3473,-62.76811,-290.5
13804,-387.3473,-62.76811,-283.5
13805,-387.3473,-62.76811,-276.5
13806,-387.3473,-62.76811,-269.5
13807,-387.3473,-62.76811,-262.5
13808,-387.3473,-62.76811,-255.5
13809,-387.3473,-62.76811,-248.5
13810,-387.3473,-62.76811,-241.5
13811,-387.3473,-62.76811,-234.5
13812,-387.3473,-62.76811,-227.5
13813,-387.3473,-62.76811,-220.5
13814,-387.3473,-62.76811,-213.5
13815,-387.3473,-62.76811,-206.5
13816,-387.3473,-62.76811,-199.5
13817,-387.3473,-62.76811,-192.5
13818,-387.3473,-62.76811,-185.5
13819,-387.3473,-62.76811,-178.5
13820,-387.3473,-62.76811,-171.5
13821,-387.3473,-62.76811,-164.5
13822,-387.3473,-62.76811,-157.5
13823,-387.3473,-62.76811,-150.5
13824,-387.3473,-62.76811,-143.5
13825,-387.3473,-62.76811,-136.5
13826,-387.3473,-62.76811,-129.5
13827,-387.3473,-62.76811,-122.5
13828,-387.3473,-62.76811,-115.5
13829,-387.3473,-62.76811,-108.5
13830,-387.3473,-62.76811,-101.5
13831,-387.3473,-62.76811,-94.5
13832,-387.3473,-62.76811,-87.5
13833,-387.3473,-62.76811,-80.5
13834,-387.3473,-62.76811,-73.5
13835,-387.3473,-62.76811,-66.5
13836,-387.3473,-62.76811,-59.5
13837,-387.3473,-62.76811,-52.5
13838,-387.3473,-62.76811,-45.5
13839,-387.3473,-62.76811,-38.5
13840,-387.3473,-62.76811,-31.5
13841,-387.3473,-62.76811,-24.5
13842,-387.3473,-62.76811,-17.5
13843,-387.3473,-62.76811,-10.5
13844,-387.3473,-62.76811,-3.5
13845,-387.3473,-62.76811,3.5
13846,-387.3473,-62.76811,10.5
13847,-387.3473,-62.76811,17.5
13848,-387.3473,-62.76811,24.5
13849,-387.3473,-62.76811,31.5
13850,-387.3473,-62.76811,38.5
13851,-387.3473,-62.76811,45.5
13852,-387.3473,-62.76811,52.5
13853,-387.3473,-62.76811,59.5
13854,-387.3473,-62.76811,66.5
13855,-387.3473,-62.76811,73.5
13856,-387.3473,-62.76811,80.5
13857,-387.3473,-62.76811,87.5
13858,-387.3473,-62.76811,94.5
13859,-387.3473,-62.76811,101.5
13860,-387.3473,-62.76811,108.5
13861,-387.3473,-62.76811,115.5
13862,-387.3473,-62.76811,122.5
13863,-387.3473,-62.76811,129.5
13864,-387.3473,-62.76811,136.5
13865,-387.3473,-62.76811,143.5
13866,-387.3473,-62.76811,150.5
13867,-387.3473,-62.76811,157.5
13868,-387.3473,-62.76811,164.5
